Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1416,Juanmi,es ESP,"FW,MF",Betis,es La Liga,31-255,1993,11,244,22,12.9,2.7,2,60,0,9,14,9,0.91,3,3,0,0.00,+0.16,3.6,2.8,+0.8,+0.29,+0.21,Matches
1417,Juanpe,es ESP,DF,Girona,es La Liga,33-275,1991,6,417,70,22.1,4.6,5,83,4,1,1,15,1.50,7,9,-2,-0.43,-0.55,3.9,5.1,-1.2,-0.25,-0.43,Matches
1418,Juanpe,es ESP,GK,Rayo Vallecano,es La Liga,23-270,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1419,Jubal,br BRA,DF,Auxerre,fr Ligue 1,31-154,1993,16,1387,87,81.1,15.4,16,87,14,0,,0,1.25,20,20,0,0.00,+1.11,18.8,25.9,-7.1,-0.46,+0.70,Matches
1420,Anthony Jung,de GER,DF,Werder Bremen,de Bundesliga,33-088,1991,18,1291,72,75.5,14.3,14,85,11,4,27,0,1.50,25,26,-1,-0.07,+0.36,20.0,19.2,+0.8,+0.06,+0.29,Matches
1421,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,es La Liga,24-016,2001,7,558,80,29.5,6.2,6,90,6,1,18,13,1.14,12,7,+5,+0.81,+0.67,12.4,7.1,+5.4,+0.87,+0.38,Matches
1422,Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,eng Premier League,24-349,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1423,Hamed Junior Traorè,ci CIV,"MF,FW",Auxerre,fr Ligue 1,24-349,2000,16,1335,83,78.1,14.8,16,83,7,0,,0,1.19,19,20,-1,-0.07,+0.65,17.0,27.3,-10.3,-0.69,-0.48,Matches
1424,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,24-202,2000,15,1175,78,62.2,13.1,13,85,5,2,32,0,2.27,26,11,+15,+1.15,-0.74,23.8,11.8,+11.9,+0.91,-0.47,Matches
1425,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,29-167,1995,5,214,43,12.5,2.4,2,75,1,3,22,1,0.60,2,5,-3,-1.26,-0.66,3.8,3.8,0.0,0.00,+0.21,Matches
1426,David Jurásek,cz CZE,DF,Hoffenheim,de Bundesliga,24-176,2000,6,256,43,15.0,2.8,2,90,2,4,19,4,0.50,2,4,-2,-0.70,-0.08,4.0,5.5,-1.5,-0.54,-0.12,Matches
1427,Stanko Jurić,hr CRO,MF,Valladolid,es La Liga,28-167,1996,18,1211,67,64.1,13.5,12,84,6,6,35,2,0.83,8,26,-18,-1.34,-0.01,11.6,23.6,-12.0,-0.89,-0.26,Matches
1428,James Justin,eng ENG,DF,Leicester City,eng Premier League,26-342,1998,22,1902,86,91.9,21.1,22,86,17,0,,1,0.73,24,47,-23,-1.09,-0.55,20.6,41.9,-21.3,-1.01,-1.12,Matches
1429,Filip Jørgensen,dk DEN,GK,Chelsea,eng Premier League,22-289,2002,2,180,90,8.7,2.0,2,90,2,0,,20,1.50,5,3,+2,+1.00,+0.38,7.2,3.1,+4.0,+2.01,+1.53,Matches
1430,Mohamed Kaba,fr FRA,MF,Lecce,it Serie A,23-095,2001,9,201,22,10.2,2.2,0,,0,9,22,6,1.11,2,6,-4,-1.79,-0.73,2.2,3.1,-0.8,-0.38,+0.26,Matches
1431,Yusuf Kabadayı,de GER,"FW,MF",Augsburg,de Bundesliga,20-363,2004,5,71,14,4.2,0.8,0,,0,5,14,7,1.40,1,1,0,0.00,+0.60,1.8,1.0,+0.8,+1.05,+1.46,Matches
1432,Almugera Kabar,de GER,DF,Dortmund,de Bundesliga,18-238,2006,4,125,31,7.3,1.4,1,77,0,3,16,9,0.75,1,3,-2,-1.44,-1.61,0.7,2.0,-1.3,-0.94,-1.08,Matches
1433,Christian Kabasele,be BEL,DF,Udinese,it Serie A,33-341,1991,13,916,70,46.3,10.2,9,82,5,4,45,9,1.46,14,17,-3,-0.29,+0.21,8.5,14.8,-6.3,-0.62,-0.24,Matches
1434,Ismeal Kabia,eng ENG,MF,Arsenal,eng Premier League,19-051,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
1435,Issa Kaboré,bf BFA,"DF,MF",Manchester City,eng Premier League,23-263,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1436,Issa Kaboré,bf BFA,"FW,DF",Werder Bremen,de Bundesliga,23-263,2001,4,90,23,5.3,1.0,0,,0,4,23,0,0.50,4,2,+2,+2.00,+2.28,2.9,1.6,+1.3,+1.33,+1.42,Matches
1437,Maldini Kacurri,al ALB,DF,Arsenal,eng Premier League,19-118,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1438,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,fr Ligue 1,20-232,2004,12,634,53,37.1,7.0,8,69,0,4,22,2,1.50,12,7,+5,+0.71,+1.30,8.3,8.6,-0.4,-0.05,+0.49,Matches
1439,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,32-280,1992,13,759,58,44.4,8.4,9,77,5,4,17,2,0.69,14,22,-8,-0.95,-0.57,10.3,17.2,-6.9,-0.82,-0.70,Matches
1440,Tino Kadewere,zw ZIM,"MF,FW",Nantes,fr Ligue 1,29-025,1996,8,475,59,27.8,5.3,6,75,0,2,14,0,1.13,7,7,0,0.00,+0.51,6.4,5.8,+0.6,+0.11,+0.70,Matches
1441,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,eng Premier League,25-115,1999,6,385,64,18.6,4.3,5,72,1,1,23,1,1.33,5,8,-3,-0.70,-1.08,5.2,9.3,-4.1,-0.96,-1.09,Matches
1442,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,23-010,2002,18,1401,78,81.9,15.6,17,80,9,1,33,0,0.78,21,25,-4,-0.26,-0.26,19.2,20.3,-1.1,-0.07,-0.06,Matches
1443,Pierre Kalulu,fr FRA,DF,Juventus,it Serie A,24-239,2000,19,1617,85,81.7,18.0,18,89,17,1,14,2,1.68,26,17,+9,+0.50,-1.23,24.1,17.0,+7.1,+0.40,-0.57,Matches
1444,Daichi Kamada,jp JPN,MF,Crystal Palace,eng Premier League,28-178,1996,19,873,46,42.2,9.7,9,79,3,10,16,1,1.11,13,15,-2,-0.21,-0.06,14.2,13.9,+0.3,+0.03,+0.07,Matches
1445,Waren Kamanzi,no NOR,"DF,MF",Toulouse,fr Ligue 1,24-080,2000,15,688,46,40.2,7.6,7,83,4,8,14,3,1.60,9,4,+5,+0.65,+1.18,9.8,4.8,+5.0,+0.65,+0.35,Matches
1446,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,25-068,1999,14,946,68,45.7,10.5,11,83,6,3,12,1,1.36,15,16,-1,-0.10,-0.10,13.4,12.9,+0.5,+0.05,-0.36,Matches
1447,Glen Kamara,fi FIN,MF,Rennes,fr Ligue 1,29-094,1995,13,662,51,38.7,7.4,8,70,3,5,20,3,1.23,10,13,-3,-0.41,-0.32,10.4,9.0,+1.4,+0.19,+0.40,Matches
1448,Hassane Kamara,ci CIV,DF,Udinese,it Serie A,30-331,1994,16,902,56,45.6,10.0,11,71,3,5,24,4,1.06,12,14,-2,-0.20,+0.38,10.5,11.4,-0.9,-0.09,+0.74,Matches
1449,Willy Kambwala,fr FRA,DF,Villarreal,es La Liga,20-158,2004,5,324,65,17.1,3.6,4,75,3,1,23,8,1.60,3,4,-1,-0.28,-0.74,4.9,3.9,+1.0,+0.28,-0.39,Matches
1450,Jakub Kamiński,pl POL,"DF,MF",Wolfsburg,de Bundesliga,22-239,2002,13,724,56,42.3,8.0,8,83,6,5,12,3,1.38,18,16,+2,+0.25,-0.30,11.5,14.6,-3.1,-0.38,-0.44,Matches
1451,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,34-113,1990,16,1049,66,61.3,11.7,12,81,4,4,20,0,1.56,20,21,-1,-0.09,-0.90,15.9,19.2,-3.3,-0.28,-0.10,Matches
1452,Nordine Kandil,fr FRA,MF,Strasbourg,fr Ligue 1,23-091,2001,1,10,10,0.6,0.1,0,,0,1,10,0,1.00,0,0,0,0.00,-0.11,0.2,0.0,+0.2,+2.03,+2.43,Matches
1453,Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,31-186,1993,17,1377,81,80.5,15.3,17,81,10,0,,0,2.65,50,11,+39,+2.55,+1.74,38.3,7.2,+31.1,+2.03,+0.93,Matches
1454,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,fr Ligue 1,23-346,2001,19,1117,59,65.3,12.4,12,76,3,7,30,0,2.47,31,12,+19,+1.53,-0.44,28.6,11.3,+17.2,+1.39,-0.63,Matches
1455,Ibrahim Kanté,fr FRA,MF,Brest,fr Ligue 1,17-318,2007,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1456,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,26-206,1998,17,645,38,32.6,7.2,7,74,0,10,12,5,0.94,7,8,-1,-0.14,0.00,6.5,7.6,-1.1,-0.15,+0.24,Matches
1457,Atakan Karazor,,MF,Stuttgart,de Bundesliga,28-109,1996,18,1392,77,81.4,15.5,17,81,11,1,21,0,1.78,29,24,+5,+0.32,-0.53,28.7,21.2,+7.4,+0.48,-0.31,Matches
1458,Jesper Karlsson,se SWE,FW,Bologna,it Serie A,26-189,1998,7,298,43,15.8,3.3,3,54,0,4,34,10,1.29,5,7,-2,-0.60,-1.06,4.3,4.2,+0.1,+0.03,-0.28,Matches
1459,Jesper Karlsson,se SWE,"FW,MF",Lecce,it Serie A,26-189,1998,4,37,9,1.9,0.4,0,,0,4,9,0,1.00,1,2,-1,-2.43,-1.32,0.3,0.8,-0.5,-1.19,-0.59,Matches
1460,Jesper Karlström,se SWE,MF,Udinese,it Serie A,29-223,1995,22,1857,84,93.8,20.6,21,87,17,1,33,0,1.18,24,33,-9,-0.44,-0.44,19.4,26.8,-7.4,-0.36,+2.10,Matches
1461,Lior Kasa,il ISR,"MF,FW",Genoa,it Serie A,19-125,2005,5,155,31,7.8,1.7,1,54,0,4,25,7,1.40,1,1,0,0.00,+0.49,2.2,1.9,+0.3,+0.17,+0.52,Matches
1462,Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,it Serie A,27-000,1998,16,627,39,31.7,7.0,7,55,0,9,27,6,0.81,9,17,-8,-1.15,-0.15,6.8,11.9,-5.1,-0.73,-0.23,Matches
1463,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,26-116,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1464,Mikkel Kaufmann,dk DEN,FW,Heidenheim,de Bundesliga,24-027,2001,9,372,41,21.8,4.1,3,63,0,6,31,4,0.33,3,9,-6,-1.45,-0.78,5.0,8.6,-3.7,-0.89,-0.71,Matches
1465,Michael Kayode,it ITA,"DF,FW",Fiorentina,it Serie A,20-204,2004,5,127,25,6.7,1.4,1,90,1,4,9,15,2.00,3,2,+1,+0.71,+0.10,3.3,1.4,+1.8,+1.29,+0.97,Matches
1466,Moise Kean,it ITA,FW,Fiorentina,it Serie A,24-337,2000,20,1666,83,88.1,18.5,19,86,15,1,35,0,1.57,30,22,+8,+0.43,-1.58,26.1,19.3,+6.7,+0.36,-0.22,Matches
1467,Michael Keane,eng ENG,DF,Everton,eng Premier League,32-019,1993,10,813,81,41.1,9.0,9,90,9,1,3,10,0.90,8,17,-9,-1.00,-1.00,10.0,14.5,-4.5,-0.50,-0.26,Matches
1468,Yassine Kechta,ma MAR,"MF,FW",Le Havre,fr Ligue 1,22-340,2002,17,1037,61,60.6,11.5,12,79,2,5,17,2,0.76,9,22,-13,-1.13,+0.34,10.4,18.7,-8.3,-0.72,+0.20,Matches
1469,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,28-131,1996,16,1440,90,84.2,16.0,16,90,16,0,,3,1.88,28,18,+10,+0.62,+0.62,35.1,15.1,+20.0,+1.25,+1.15,Matches
1470,Abdoulaye Keita,es ESP,"FW,MF",Getafe,es La Liga,22-151,2002,2,82,41,4.3,0.9,1,54,0,1,28,4,0.00,0,0,0,0.00,0.00,0.6,2.4,-1.9,-2.04,-1.89,Matches
1471,Madiou Keïta,gn GUI,DF,Auxerre,fr Ligue 1,20-154,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1472,Mandela Keita,be BEL,MF,Parma,it Serie A,22-265,2002,14,569,41,28.7,6.3,8,54,0,6,23,4,1.07,6,9,-3,-0.47,+0.04,5.6,10.0,-4.4,-0.70,-0.10,Matches
1473,Yannik Keitel,de GER,"MF,DF",Stuttgart,de Bundesliga,24-350,2000,6,132,22,7.7,1.5,1,88,0,5,9,9,2.50,2,1,+1,+0.68,+0.28,4.0,2.2,+1.8,+1.24,+0.77,Matches
1474,Andu Kelati,de GER,"MF,DF",Holstein Kiel,de Bundesliga,22-170,2002,5,232,46,13.6,2.6,2,71,0,3,30,4,0.40,6,5,+1,+0.39,+1.67,4.7,3.8,+0.9,+0.34,+1.07,Matches
1475,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,26-068,1998,8,720,90,36.4,8.0,8,90,8,0,,13,2.50,19,9,+10,+1.25,-0.39,16.8,9.4,+7.4,+0.93,-0.84,Matches
1476,Thomas Keller,de GER,"DF,MF",Heidenheim,de Bundesliga,25-178,1999,1,59,59,3.5,0.7,1,59,0,0,,5,0.00,0,2,-2,-3.05,-2.29,0.3,0.9,-0.6,-0.91,-0.58,Matches
1477,Lloyd Kelly,eng ENG,DF,Newcastle Utd,eng Premier League,26-116,1998,9,299,33,14.4,3.3,4,68,1,5,6,14,1.78,1,6,-5,-1.51,-2.47,4.0,5.8,-1.8,-0.54,-1.27,Matches
1478,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,20-181,2004,15,922,61,53.9,10.2,11,77,4,4,20,4,0.80,6,17,-11,-1.07,-0.85,11.5,14.3,-2.8,-0.27,-0.20,Matches
1479,Marc-Oliver Kempf,de GER,DF,Como,it Serie A,30-002,1995,19,1676,88,84.6,18.6,19,88,17,0,,0,1.11,26,29,-3,-0.16,+1.62,23.1,19.6,+3.5,+0.19,+0.34,Matches
1480,Kenedy,br BRA,"MF,FW",Valladolid,es La Liga,28-357,1996,2,9,5,0.5,0.1,0,,0,2,5,7,0.00,0,1,-1,-10.00,-8.71,0.0,0.3,-0.3,-2.97,-2.19,Matches
1481,Luca Kerber,de GER,MF,Heidenheim,de Bundesliga,22-326,2002,11,421,38,24.6,4.7,3,71,1,8,26,6,1.18,7,7,0,0.00,+1.12,8.1,8.5,-0.5,-0.10,+0.32,Matches
1482,Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,21-084,2003,23,1997,87,96.5,22.2,23,87,19,0,,0,1.74,36,26,+10,+0.45,-5.71,40.2,28.4,+11.8,+0.53,-3.76,Matches
1483,Reda Khadra,de GER,"MF,FW",Reims,fr Ligue 1,23-210,2001,4,78,20,4.6,0.9,0,,0,4,20,1,1.75,1,1,0,0.00,+0.11,0.5,1.1,-0.6,-0.70,-0.35,Matches
1484,Bilal El Khannouss,ma MAR,MF,Leicester City,eng Premier League,20-265,2004,18,1005,56,48.6,11.2,13,71,1,5,16,3,0.67,9,26,-17,-1.52,-0.93,11.4,22.6,-11.2,-1.00,-0.17,Matches
1485,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,33-357,1991,18,815,45,47.7,9.1,9,70,1,9,20,0,0.78,7,23,-16,-1.77,-0.96,10.7,20.3,-9.7,-1.07,-0.52,Matches
1486,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,31-003,1994,17,1407,83,82.3,15.6,16,87,12,1,19,1,1.12,14,20,-6,-0.38,+1.70,15.9,18.9,-3.0,-0.19,-0.08,Matches
1487,Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,20-336,2004,1,53,53,2.6,0.6,1,53,0,0,,0,3.00,1,1,0,0.00,-0.76,1.8,1.7,+0.1,+0.21,-0.24,Matches
1488,Abdukodir Khusanov,uz UZB,DF,Lens,fr Ligue 1,20-336,2004,13,975,75,57.0,10.8,11,87,10,2,9,0,1.62,12,9,+3,+0.28,+0.03,14.3,13.1,+1.3,+0.12,-0.81,Matches
1489,Kialonda,ao ANG,DF,Lecce,it Serie A,27-125,1997,15,1350,90,68.2,15.0,15,90,15,0,,0,0.87,8,26,-18,-1.20,-0.20,15.6,23.4,-7.8,-0.52,+0.28,Matches
1490,Kiké,es ESP,FW,Alavés,es La Liga,35-066,1989,20,1272,64,67.3,14.1,14,80,3,6,26,0,1.05,19,15,+4,+0.28,+2.03,15.9,12.7,+3.2,+0.23,+1.13,Matches
1491,Álvaro Killane,es ESP,GK,Las Palmas,es La Liga,20-047,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1492,Max Kilman,eng ENG,DF,West Ham,eng Premier League,27-252,1997,23,1998,87,96.5,22.2,23,87,22,0,,0,1.17,27,44,-17,-0.77,-2.02,29.5,39.1,-9.6,-0.43,-0.88,Matches
1493,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,de Bundesliga,29-357,1995,19,1710,90,100.0,19.0,19,90,19,0,,0,2.53,58,16,+42,+2.21,,46.2,11.0,+35.1,+1.85,,Matches
1494,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,29-170,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1495,Joshua King,eng ENG,"MF,FW",Fulham,eng Premier League,18-027,2007,5,80,16,3.9,0.9,1,61,0,4,5,10,1.60,1,0,+1,+1.13,+1.03,1.0,0.4,+0.6,+0.73,+0.51,Matches
1496,Joshua King,no NOR,"FW,MF",Toulouse,fr Ligue 1,33-015,1992,17,1108,65,64.8,12.3,14,74,3,3,23,0,1.35,15,11,+4,+0.32,+1.07,16.6,13.6,+3.0,+0.25,-0.54,Matches
1497,Maeson King,eng ENG,DF,Tottenham,eng Premier League,19-143,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1498,Antonín Kinský,cz CZE,GK,Tottenham,eng Premier League,21-323,2003,3,270,90,13.0,3.0,3,90,3,0,,0,0.00,4,7,-3,-1.00,-1.60,2.9,4.8,-1.9,-0.63,-0.74,Matches
1499,Cédric Kipré,ci CIV,DF,Reims,fr Ligue 1,28-052,1996,16,1242,78,72.6,13.8,14,88,13,2,7,3,1.19,16,20,-4,-0.29,-0.67,16.2,20.6,-4.4,-0.32,+0.16,Matches
1500,Bradel Kiwa,fr FRA,MF,Monaco,fr Ligue 1,18-360,2006,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1501,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,24-350,2000,8,327,41,15.8,3.6,2,90,2,6,25,14,1.88,3,5,-2,-0.55,-1.84,5.6,4.2,+1.4,+0.39,-0.43,Matches
1502,Carl Klaus,de GER,GK,Union Berlin,de Bundesliga,31-014,1994,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1503,Daniel Klein,de GER,GK,Augsburg,de Bundesliga,23-323,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1504,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,29-152,1995,18,1589,88,92.9,17.7,18,88,14,0,,0,1.50,29,22,+7,+0.40,+4.86,27.7,29.2,-1.5,-0.09,+3.21,Matches
1505,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,28-241,1996,17,1075,63,62.9,11.9,12,82,8,5,18,1,1.71,18,13,+5,+0.42,+0.42,15.9,19.3,-3.4,-0.28,-0.11,Matches
1506,Justin Kluivert,nl NED,"MF,FW",Bournemouth,eng Premier League,25-270,1999,22,1440,65,69.6,16.0,18,71,1,4,39,0,1.77,29,16,+13,+0.81,+0.53,30.2,18.7,+11.4,+0.71,+0.16,Matches
1507,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,23-020,2002,18,900,50,52.6,10.0,9,78,1,9,22,0,2.06,23,15,+8,+0.80,-0.31,19.9,15.5,+4.4,+0.44,-0.02,Matches
1508,Magnus Knudsen,no NOR,MF,Holstein Kiel,de Bundesliga,23-229,2001,17,1143,67,66.8,12.7,15,75,7,2,6,1,0.71,16,32,-16,-1.26,-0.62,13.4,22.3,-8.9,-0.70,-0.32,Matches
1509,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,27-055,1997,17,1530,90,89.5,17.0,17,90,17,0,,0,1.35,31,29,+2,+0.12,+0.62,23.8,23.0,+0.9,+0.05,-0.15,Matches
1510,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,28-197,1996,19,1692,89,98.9,18.8,19,89,18,0,,0,1.95,44,26,+18,+0.96,+0.96,37.1,28.2,+8.8,+0.47,+2.13,Matches
1511,Diego Kochen,us USA,GK,Barcelona,es La Liga,18-317,2006,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1512,Hervé Koffi,bf BFA,GK,Lens,fr Ligue 1,28-106,1996,3,270,90,15.8,3.0,3,90,3,0,,11,1.00,3,4,-1,-0.33,-0.71,4.9,4.7,+0.1,+0.03,-0.51,Matches
1513,Magnus Kofod Andersen,dk DEN,MF,Venezia,it Serie A,25-265,1999,14,695,50,35.1,7.7,7,79,2,7,21,4,1.00,10,10,0,0.00,+1.05,7.5,10.6,-3.1,-0.40,+0.46,Matches
1514,Derrick Köhn,de GER,"DF,FW",Werder Bremen,de Bundesliga,25-361,1999,17,1064,63,62.2,11.8,12,78,1,5,26,0,1.47,20,22,-2,-0.17,-0.03,14.1,15.1,-1.0,-0.09,-0.19,Matches
1515,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,26-303,1998,10,900,90,52.6,10.0,10,90,10,0,,9,2.10,18,10,+8,+0.80,+0.58,21.5,9.5,+12.0,+1.20,+0.27,Matches
1516,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,30-365,1994,18,1585,88,92.7,17.6,18,88,14,0,,0,1.72,32,20,+12,+0.68,+2.12,25.3,24.0,+1.3,+0.07,+0.66,Matches
1517,Koka,eg EGY,FW,Le Havre,fr Ligue 1,31-331,1993,2,72,36,4.2,0.8,0,,0,2,36,0,0.50,1,0,+1,+1.25,+2.62,1.5,0.8,+0.7,+0.88,+1.75,Matches
1518,Koke,es ESP,MF,Atlético Madrid,es La Liga,33-022,1992,20,1248,62,66.0,13.9,13,79,7,7,31,1,2.10,18,9,+9,+0.65,-1.03,19.8,13.4,+6.4,+0.46,-1.18,Matches
1519,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,31-224,1993,15,1297,86,65.5,14.4,15,86,11,0,,0,2.27,31,14,+17,+1.18,+0.39,23.2,12.7,+10.5,+0.73,+0.06,Matches
1520,Markus Kolke,de GER,GK,Werder Bremen,de Bundesliga,34-165,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1521,Randal Kolo Muani,fr FRA,FW,Juventus,it Serie A,26-056,1998,1,81,81,4.1,0.9,1,81,0,0,,0,0.00,1,2,-1,-1.11,-1.92,0.8,2.2,-1.4,-1.60,-2.20,Matches
1522,Randal Kolo Muani,fr FRA,FW,Paris S-G,fr Ligue 1,26-056,1998,10,358,36,20.9,4.0,2,68,1,8,28,3,2.40,10,7,+3,+0.75,-1.18,10.6,3.0,+7.7,+1.92,+0.40,Matches
1523,Marco Komenda,hr CRO,DF,Holstein Kiel,de Bundesliga,28-065,1996,9,525,58,30.7,5.8,7,72,3,2,9,6,1.22,11,13,-2,-0.34,+1.02,6.8,8.2,-1.4,-0.24,+0.51,Matches
1524,Mert Kömür,de GER,MF,Augsburg,de Bundesliga,19-197,2005,8,204,26,11.9,2.3,0,,0,8,26,6,1.25,1,5,-4,-1.76,-1.35,1.6,5.4,-3.8,-1.67,-1.50,Matches
1525,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25-250,1999,16,1309,82,66.1,14.5,15,84,12,1,45,0,2.44,30,12,+18,+1.24,-0.77,30.7,12.4,+18.3,+1.26,-0.60,Matches
1526,Ismael Konate,ci CIV,"FW,DF",Empoli,it Serie A,18-307,2006,2,6,3,0.3,0.1,0,,0,2,3,17,0.00,0,0,0,0.00,+0.36,0.0,0.1,-0.1,-1.30,-0.80,Matches
1527,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,fr Ligue 1,31-350,1993,13,1100,85,64.3,12.2,12,90,11,1,25,0,1.85,21,13,+8,+0.65,-0.67,15.7,17.6,-1.8,-0.15,-1.13,Matches
1528,Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,19-283,2005,3,120,40,7.0,1.3,1,60,0,2,30,2,1.00,1,2,-1,-0.75,-0.69,1.4,2.4,-1.0,-0.75,-0.42,Matches
1529,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,19-261,2005,11,528,48,30.9,5.9,7,69,2,4,11,1,0.82,7,5,+2,+0.34,+0.65,9.2,8.4,+0.8,+0.14,+0.72,Matches
1530,Ismaël Koné,ca CAN,"MF,FW",Marseille,fr Ligue 1,22-238,2002,8,360,45,21.1,4.0,3,62,0,5,35,6,1.88,5,4,+1,+0.25,-0.82,7.0,7.8,-0.8,-0.20,-0.57,Matches
1531,Manu Koné,fr FRA,MF,Roma,it Serie A,23-258,2001,20,1479,74,74.7,16.4,17,82,12,3,29,0,1.45,26,22,+4,+0.24,+0.06,24.2,18.7,+5.6,+0.34,+0.54,Matches
1532,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,27-099,1997,21,1811,86,87.5,20.1,21,86,20,0,,1,1.57,29,32,-3,-0.15,-0.84,28.6,24.7,+3.9,+0.19,-0.39,Matches
1533,Teun Koopmeiners,nl NED,"MF,FW",Juventus,it Serie A,26-337,1998,18,1374,76,69.4,15.3,16,82,12,2,33,0,1.50,21,11,+10,+0.66,-0.24,19.2,13.0,+6.3,+0.41,-0.30,Matches
1534,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,24-026,2001,12,720,60,36.4,8.0,7,85,5,5,25,1,2.25,15,8,+7,+0.87,-0.27,13.5,6.2,+7.2,+0.90,+0.31,Matches
1535,Odilon Kossounou,ci CIV,DF,Leverkusen,de Bundesliga,24-026,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1536,Ilias Kostis,gr GRE,DF,Atlético Madrid,es La Liga,21-338,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
1537,Eddy Kouadio,ci CIV,DF,Fiorentina,it Serie A,18-245,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1538,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,27-055,1997,17,614,36,32.5,6.8,5,74,1,12,20,4,1.71,10,1,+9,+1.32,+1.04,9.1,5.1,+4.0,+0.59,+0.29,Matches
1539,Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,25-149,1999,14,593,42,34.7,6.6,4,78,1,10,28,3,1.43,9,10,-1,-0.15,+0.65,8.3,8.3,+0.1,+0.01,+0.55,Matches
1540,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,21-063,2003,17,1363,80,79.7,15.1,15,87,12,2,26,0,1.47,32,24,+8,+0.53,+0.53,21.9,24.1,-2.3,-0.15,-0.10,Matches
1541,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,fr Ligue 1,18-360,2006,1,12,12,0.7,0.1,0,,0,1,12,1,3.00,0,0,0,0.00,-0.90,0.3,0.0,+0.3,+2.20,+1.96,Matches
